timestamp,contract,fut_open,fut_high,fut_low,fut_close,fut_volume,fut_open_interest
2025-01-16 11:45:00,NIFTY_CURR_FUT,17850.803379677363,17883.820433328747,17833.020607096918,17850.803379677363,994199,3881440.0
2025-01-16 11:50:00,NIFTY_CURR_FUT,17920.629449896216,17935.495789304037,17886.779582719206,17920.629449896216,570727,6266875.0
2025-01-16 11:55:00,NIFTY_CURR_FUT,17906.094600026572,17934.961549382788,17889.887938996755,17906.094600026572,591298,3168146.0
2025-01-16 12:00:00,NIFTY_CURR_FUT,17854.310064406152,17867.497182134008,17827.98311154634,17854.310064406152,805183,2025955.0
2025-01-16 12:05:00,NIFTY_CURR_FUT,17911.022991925805,17936.521137694377,17888.74363996952,17911.022991925805,466675,6515861.0
2025-01-16 12:10:00,NIFTY_CURR_FUT,17874.641616817393,17906.9220638945,17858.55425742128,17874.641616817393,280058,7374311.0
2025-01-16 12:15:00,NIFTY_CURR_FUT,17879.326352223256,17900.546478589113,17865.321821077276,17879.326352223256,959726,4451921.0
2025-01-16 12:20:00,NIFTY_CURR_FUT,17828.553701488396,17856.83766361487,17794.058245835946,17828.553701488396,748301,2346086.0
2025-01-16 12:25:00,NIFTY_CURR_FUT,17765.129711904465,17795.873868256633,17741.29002361636,17765.129711904465,660598,4162279.0
2025-01-16 12:30:00,NIFTY_CURR_FUT,17773.25257548484,17785.765649782013,17748.25829266693,17773.25257548484,826735,7878801.0
2025-01-16 12:35:00,NIFTY_CURR_FUT,17784.293690761548,17812.01478680773,17754.51667975702,17784.293690761548,253640,7265827.0
2025-01-16 12:40:00,NIFTY_CURR_FUT,17818.28972767369,17851.78386334077,17807.209602605042,17818.28972767369,984044,6177192.0
2025-01-16 12:45:00,NIFTY_CURR_FUT,17765.502543834114,17789.7445654094,17737.59922118933,17765.502543834114,258686,6285107.0
2025-01-16 12:50:00,NIFTY_CURR_FUT,17768.316526731243,17782.161303424786,17755.030975114398,17768.316526731243,865235,3580029.0
2025-01-16 12:55:00,NIFTY_CURR_FUT,17737.915723506703,17750.16222525903,17709.344879022043,17737.915723506703,411370,7002538.0
2025-01-16 13:00:00,NIFTY_CURR_FUT,17704.17998376803,17719.929675318006,17691.57473141711,17704.17998376803,213477,5349585.0
2025-01-16 13:05:00,NIFTY_CURR_FUT,17690.6331380312,17702.225277500853,17659.696810510908,17690.6331380312,227752,2245921.0
2025-01-16 13:10:00,NIFTY_CURR_FUT,17722.82827732198,17745.337883914584,17695.862561818925,17722.82827732198,601785,3255826.0
2025-01-16 13:15:00,NIFTY_CURR_FUT,17769.01433238466,17779.756714809926,17749.84449010845,17769.01433238466,407043,7019705.0
2025-01-16 13:20:00,NIFTY_CURR_FUT,17703.489264952204,17718.273571645663,17685.10858773144,17703.489264952204,957524,5590907.0
2025-01-16 13:25:00,NIFTY_CURR_FUT,17704.73352618108,17725.268638721445,17691.92555731334,17704.73352618108,412870,5323021.0
2025-01-16 13:30:00,NIFTY_CURR_FUT,17669.81806231169,17691.21395246782,17637.021465808022,17669.81806231169,449675,2583049.0
2025-01-16 13:35:00,NIFTY_CURR_FUT,17666.999200815764,17690.816042294027,17655.02461636232,17666.999200815764,762766,5459156.0
2025-01-16 13:40:00,NIFTY_CURR_FUT,17671.53992191107,17699.079646347644,17650.190650323675,17671.53992191107,421909,7680064.0
2025-01-16 13:45:00,NIFTY_CURR_FUT,17731.30469033802,17741.426480783215,17716.148366812704,17731.30469033802,453046,3387057.0
2025-01-16 13:50:00,NIFTY_CURR_FUT,17761.67046926286,17772.69924867569,17726.244972712884,17761.67046926286,956535,2651425.0
2025-01-16 13:55:00,NIFTY_CURR_FUT,17717.037748151986,17727.51363286083,17692.61009751498,17717.037748151986,583865,6981936.0
2025-01-16 14:00:00,NIFTY_CURR_FUT,17724.09230006017,17744.204279082347,17711.253379593,17724.09230006017,880670,3210308.0
2025-01-16 14:05:00,NIFTY_CURR_FUT,17748.166496518297,17758.154666206538,17721.52035780473,17748.166496518297,756128,5896678.0
2025-01-16 14:10:00,NIFTY_CURR_FUT,17750.56100589199,17779.3013279583,17715.28330085774,17750.56100589199,529977,7907469.0
2025-01-16 14:15:00,NIFTY_CURR_FUT,17739.856766714467,17754.660682003687,17714.886766627442,17739.856766714467,597045,4803948.0
2025-01-16 14:20:00,NIFTY_CURR_FUT,17729.068088332635,17762.90966574123,17708.04019662412,17729.068088332635,900162,4789480.0
2025-01-16 14:25:00,NIFTY_CURR_FUT,17706.91936177176,17728.6918895558,17690.276536498797,17706.91936177176,376877,7133732.0
2025-01-16 14:30:00,NIFTY_CURR_FUT,17695.599250146814,17716.29405224724,17684.306181976193,17695.599250146814,701293,7541829.0
2025-01-16 14:35:00,NIFTY_CURR_FUT,17693.907729293904,17723.470852568615,17679.002921998435,17693.907729293904,714641,5183909.0
2025-01-16 14:40:00,NIFTY_CURR_FUT,17730.539178929732,17758.37135549724,17706.94991695675,17730.539178929732,732001,7965382.0
2025-01-16 14:45:00,NIFTY_CURR_FUT,17740.833087338993,17765.8647563745,17711.903491400273,17740.833087338993,836807,3920261.0
2025-01-16 14:50:00,NIFTY_CURR_FUT,17763.441614620417,17797.2404713041,17731.167282647708,17763.441614620417,818020,6475303.0
2025-01-16 14:55:00,NIFTY_CURR_FUT,17781.994936921557,17802.14885245143,17751.933258626847,17781.994936921557,558493,2327432.0
2025-01-16 15:00:00,NIFTY_CURR_FUT,17764.23039110455,17794.656920750484,17752.005086794128,17764.23039110455,862574,7033984.0
2025-01-16 15:05:00,NIFTY_CURR_FUT,17777.58801957843,17796.612517286147,17748.07384879049,17777.58801957843,707457,6624207.0
2025-01-16 15:10:00,NIFTY_CURR_FUT,17804.9054416435,17836.197892551703,17780.469867999844,17804.9054416435,342508,6234865.0
2025-01-16 15:15:00,NIFTY_CURR_FUT,17822.0419841649,17837.889556753868,17800.59028129541,17822.0419841649,438643,3273248.0
2025-01-16 15:20:00,NIFTY_CURR_FUT,17854.949847116357,17871.62459565678,17830.682360278475,17854.949847116357,398883,
2025-01-16 15:25:00,NIFTY_CURR_FUT,17771.85114675896,17798.80756701556,17762.749950874222,17771.85114675896,715453,5809963.0
2025-01-16 15:30:00,NIFTY_CURR_FUT,17826.889278103015,17841.490747277698,17816.16470415063,17826.889278103015,771590,4887477.0
2025-01-17 09:15:00,NIFTY_CURR_FUT,17833.97859853605,17849.02568413608,17810.994632053214,17833.97859853605,733071,7228848.0
2025-01-17 09:20:00,NIFTY_CURR_FUT,17814.34332057614,17831.407566806512,17800.796779539865,17814.34332057614,911933,2980068.0
2025-01-17 09:25:00,NIFTY_CURR_FUT,17815.16722775346,17842.21765571819,17791.681289201817,17815.16722775346,693625,3883765.0
2025-01-17 09:30:00,NIFTY_CURR_FUT,17746.442464297714,17778.990897445794,17728.14019690554,17746.442464297714,662778,7420437.0
2025-01-17 09:35:00,NIFTY_CURR_FUT,17747.324081912102,17774.155400032647,17714.29421706104,17747.324081912102,519456,4211812.0
2025-01-17 09:40:00,NIFTY_CURR_FUT,17749.97444663874,,17715.814174564843,17749.97444663874,674345,3893215.0
2025-01-17 09:45:00,NIFTY_CURR_FUT,17780.422300387716,17803.809616783834,17745.40062629717,17780.422300387716,244218,
2025-01-17 09:50:00,NIFTY_CURR_FUT,17786.47866401464,17797.21075545551,17753.602012456573,17786.47866401464,469212,2790687.0
2025-01-17 09:55:00,NIFTY_CURR_FUT,17733.965803397365,17745.505282837996,17698.873188534275,17733.965803397365,932321,6963176.0
2025-01-17 10:00:00,NIFTY_CURR_FUT,17715.954917238054,17739.54526963951,17688.331833812634,17715.954917238054,867385,4219218.0
2025-01-17 10:05:00,NIFTY_CURR_FUT,17771.311108283528,17788.934943330674,17736.820309196213,17771.311108283528,818527,7325898.0
2025-01-17 10:10:00,NIFTY_CURR_FUT,17794.032819938515,17808.817029660473,17768.005689237656,17794.032819938515,275596,3594496.0
2025-01-17 10:15:00,NIFTY_CURR_FUT,17770.64987416289,17791.963732009717,17740.194155710156,17770.64987416289,562808,7229419.0
2025-01-17 10:20:00,NIFTY_CURR_FUT,17787.303136785547,17813.979557709157,17774.890000676132,17787.303136785547,906657,2096339.0
2025-01-17 10:25:00,NIFTY_CURR_FUT,17773.331193396945,17792.481743084496,17746.246424985842,17773.331193396945,432603,7445758.0
2025-01-17 10:30:00,NIFTY_CURR_FUT,17816.650605598414,17847.00685338921,17782.8585667854,17816.650605598414,248421,2052373.0
2025-01-17 10:35:00,NIFTY_CURR_FUT,17799.072471581374,17827.689550998668,17775.754398661793,17799.072471581374,604961,2972660.0
2025-01-17 10:40:00,NIFTY_CURR_FUT,17786.130037850366,17814.630040360553,17772.252773253713,17786.130037850366,993673,6987177.0
2025-01-17 10:45:00,NIFTY_CURR_FUT,17771.01839234295,17806.16563768193,17748.08786369174,17771.01839234295,808392,7013905.0
2025-01-17 10:50:00,NIFTY_CURR_FUT,17715.194993371864,17731.89767579409,17687.55199953732,17715.194993371864,293992,7116446.0
2025-01-17 10:55:00,NIFTY_CURR_FUT,17746.200043532204,17772.235287396557,17716.83571246615,17746.200043532204,499278,2054828.0
2025-01-17 11:00:00,NIFTY_CURR_FUT,17751.598935724054,17783.253897781007,17728.778314192976,17751.598935724054,808692,2206975.0
2025-01-17 11:05:00,NIFTY_CURR_FUT,17742.726803301073,17767.02168226288,17728.070387695196,17742.726803301073,410888,5698908.0
2025-01-17 11:10:00,NIFTY_CURR_FUT,17737.274824602315,17767.148887623185,17703.750786610166,17737.274824602315,393414,4361787.0
2025-01-17 11:15:00,NIFTY_CURR_FUT,17714.83024675888,17734.70058705859,17685.416079822895,17714.83024675888,850210,7227505.0
2025-01-17 11:20:00,NIFTY_CURR_FUT,17682.942827067356,17707.446735538528,17666.92150438572,17682.942827067356,410352,5241719.0
2025-01-17 11:25:00,NIFTY_CURR_FUT,17658.898904412137,17669.2028646687,17628.565871603532,17658.898904412137,539113,5897238.0
2025-01-17 11:30:00,NIFTY_CURR_FUT,17658.421243782377,17693.361103852465,17640.377975360236,17658.421243782377,690522,4382372.0
2025-01-17 11:35:00,NIFTY_CURR_FUT,17638.30889711504,17668.294511212378,17621.223601816877,17638.30889711504,462033,5046593.0
2025-01-17 11:40:00,NIFTY_CURR_FUT,17633.342326665388,17665.139009493607,17601.69726706582,17633.342326665388,220520,4200359.0
2025-01-17 11:45:00,NIFTY_CURR_FUT,17726.248023223492,17753.571996098304,17694.166123423904,17726.248023223492,378032,3682794.0
2025-01-17 11:50:00,NIFTY_CURR_FUT,17718.532962971993,17732.337029912105,17699.082937684037,17718.532962971993,323866,2263914.0
2025-01-17 11:55:00,NIFTY_CURR_FUT,17724.738339674874,17734.425665379134,17715.638738927042,17724.738339674874,869939,3102077.0
2025-01-17 12:00:00,NIFTY_CURR_FUT,17727.87222420228,17759.72894310401,17714.04717084377,17727.87222420228,559752,5659171.0
2025-01-17 12:05:00,NIFTY_CURR_FUT,17663.260175551608,17682.59254281812,17630.336839030675,17663.260175551608,789252,7614134.0
2025-01-17 12:10:00,NIFTY_CURR_FUT,17654.7435702337,17670.558642104334,17622.115414829143,17654.7435702337,306223,2359773.0
2025-01-17 12:15:00,NIFTY_CURR_FUT,17674.61189863858,17698.34023193006,17653.755553971005,17674.61189863858,697886,6124938.0
2025-01-17 12:20:00,NIFTY_CURR_FUT,17746.682836108084,17766.760506402985,17729.71390056625,17746.682836108084,538912,5733190.0
2025-01-17 12:25:00,NIFTY_CURR_FUT,17741.113762666348,17767.326240394814,17724.18656794748,17741.113762666348,664584,7859425.0
2025-01-17 12:30:00,NIFTY_CURR_FUT,17751.507305002717,17773.265147321235,17718.74171121091,17751.507305002717,411760,7870059.0
2025-01-17 12:35:00,NIFTY_CURR_FUT,17749.737740404846,17777.17616735515,17732.216974876563,17749.737740404846,294120,4600673.0
2025-01-17 12:40:00,NIFTY_CURR_FUT,17714.257279322,17745.791047008028,17691.806754172252,17714.257279322,249116,2443913.0
2025-01-17 12:45:00,NIFTY_CURR_FUT,17761.003335993017,,17732.647599762677,17761.003335993017,540897,4374531.0
2025-01-17 12:50:00,NIFTY_CURR_FUT,17782.19764950813,17799.875809224577,17767.71900075479,17782.19764950813,565608,7443953.0
2025-01-17 12:55:00,NIFTY_CURR_FUT,17814.77731543871,17835.357362700437,17799.08679671238,17814.77731543871,365490,6265972.0
2025-01-17 13:00:00,NIFTY_CURR_FUT,17772.312599698285,17806.845761214427,17753.881061557247,17772.312599698285,718120,3079307.0
2025-01-17 13:05:00,NIFTY_CURR_FUT,17818.69270957452,17837.366707023728,17792.297254912435,17818.69270957452,774142,2752607.0
2025-01-17 13:10:00,NIFTY_CURR_FUT,17763.1661262763,17782.202019247958,17732.502709848675,17763.1661262763,861877,4310914.0
2025-01-17 13:15:00,NIFTY_CURR_FUT,17772.996882264717,17799.304628375663,17749.535484082786,17772.996882264717,970904,5140498.0
2025-01-17 13:20:00,NIFTY_CURR_FUT,17856.621621809605,17876.77816852573,17844.13282376917,17856.621621809605,772057,3614587.0
2025-01-17 13:25:00,NIFTY_CURR_FUT,17841.720275131876,17876.098337252588,17820.85673329935,17841.720275131876,201968,4672260.0
2025-01-17 13:30:00,NIFTY_CURR_FUT,17807.465576802602,17840.26164208354,17795.15107180617,17807.465576802602,855722,2456075.0
2025-01-17 13:35:00,NIFTY_CURR_FUT,17822.614646525195,17845.251384052113,17811.342809557907,17822.614646525195,788322,3390901.0
2025-01-17 13:40:00,NIFTY_CURR_FUT,17783.282298363923,17809.37326951954,17758.662675015566,17783.282298363923,441872,7066936.0
2025-01-17 13:45:00,NIFTY_CURR_FUT,17740.21115876985,17750.62547598145,17705.89594602666,17740.21115876985,914088,4460126.0
2025-01-17 13:50:00,NIFTY_CURR_FUT,17766.229020126575,17793.652896482614,,17766.229020126575,413026,2748163.0
2025-01-17 13:55:00,NIFTY_CURR_FUT,17729.52292123554,17757.195183826458,17700.061650773292,17729.52292123554,548511,4621697.0
2025-01-17 14:00:00,NIFTY_CURR_FUT,17720.31412685689,17738.721970449733,17692.128479639054,17720.31412685689,606014,7737873.0
2025-01-17 14:05:00,NIFTY_CURR_FUT,17706.43298935174,17721.120906233144,17673.75237142918,17706.43298935174,831015,2185710.0
2025-01-17 14:10:00,NIFTY_CURR_FUT,17744.21164789521,17777.439770973546,17715.301844467776,17744.21164789521,263941,3939303.0
2025-01-17 14:15:00,NIFTY_CURR_FUT,17733.362709743476,17753.579760262353,17707.821063380492,17733.362709743476,925555,7697569.0
2025-01-17 14:20:00,NIFTY_CURR_FUT,17731.988104068114,17758.241361431,17713.422355748273,17731.988104068114,459275,4578323.0
2025-01-17 14:25:00,NIFTY_CURR_FUT,17762.720874175306,17772.490249735747,17751.149956528916,17762.720874175306,676184,7703020.0
2025-01-17 14:30:00,NIFTY_CURR_FUT,17700.168584001323,17720.01225627359,17679.077947314992,17700.168584001323,577375,5649217.0
2025-01-17 14:35:00,NIFTY_CURR_FUT,17698.78501572682,17729.331140232192,17665.38428714675,17698.78501572682,784204,4001242.0
2025-01-17 14:40:00,NIFTY_CURR_FUT,17748.376236823853,17767.56869195548,17723.978424364934,17748.376236823853,396377,3105220.0
2025-01-17 14:45:00,NIFTY_CURR_FUT,17701.300063379862,17726.165818434787,17687.550467571265,17701.300063379862,253052,3751908.0
2025-01-17 14:50:00,NIFTY_CURR_FUT,17739.668924624602,17754.122917720677,17713.528902237067,17739.668924624602,735336,7891568.0
2025-01-17 14:55:00,NIFTY_CURR_FUT,17708.62767725146,17728.546137540074,17687.409317311103,17708.62767725146,638641,4085630.0
2025-01-17 15:00:00,NIFTY_CURR_FUT,17751.916837530847,17785.493817388968,17718.240206297098,17751.916837530847,501380,7555874.0
2025-01-17 15:05:00,NIFTY_CURR_FUT,17718.173491643374,17742.08731395297,17705.037063025244,17718.173491643374,651480,
2025-01-17 15:10:00,NIFTY_CURR_FUT,17663.771837058917,17696.500990236575,17636.074731533998,17663.771837058917,439163,5672035.0
2025-01-17 15:15:00,NIFTY_CURR_FUT,17677.87090148613,17710.62850802741,17650.9580454669,17677.87090148613,826765,3668472.0
2025-01-17 15:20:00,NIFTY_CURR_FUT,17707.995323361425,17741.92776827482,17673.016501190556,17707.995323361425,624390,5067882.0
2025-01-17 15:25:00,NIFTY_CURR_FUT,17697.353165047658,17729.970935274396,17673.508314347157,17697.353165047658,346279,7855584.0
2025-01-17 15:30:00,NIFTY_CURR_FUT,17704.256004153198,17713.195267077244,17672.25802136301,17704.256004153198,247788,5731802.0
2025-01-20 09:15:00,NIFTY_CURR_FUT,17683.773475399554,17717.39072378532,17674.276035152365,17683.773475399554,507125,2841792.0
2025-01-20 09:20:00,NIFTY_CURR_FUT,17707.156399032225,17719.66100091135,17695.038719880413,17707.156399032225,224339,2797177.0
2025-01-20 09:25:00,NIFTY_CURR_FUT,17705.995954384834,17715.909353422998,17687.955175950712,17705.995954384834,620286,2932778.0
2025-01-20 09:30:00,NIFTY_CURR_FUT,17693.499126058035,17703.815901103295,17668.215273354486,17693.499126058035,378700,2741345.0
2025-01-20 09:35:00,NIFTY_CURR_FUT,17742.93464680352,17761.09230999926,17722.111201276635,17742.93464680352,415263,7926045.0
2025-01-20 09:40:00,NIFTY_CURR_FUT,17775.229057766217,17800.669074518573,17760.93698489873,17775.229057766217,649165,3515870.0
2025-01-20 09:45:00,NIFTY_CURR_FUT,17741.324371120776,17760.901333459704,17716.77382693008,17741.324371120776,385305,2039162.0
2025-01-20 09:50:00,NIFTY_CURR_FUT,17746.9103395131,17756.46405908055,17722.95114824992,17746.9103395131,218756,4052782.0
2025-01-20 09:55:00,NIFTY_CURR_FUT,17708.898310423956,17730.409733352095,17686.11278066932,17708.898310423956,901183,4868564.0
2025-01-20 10:00:00,NIFTY_CURR_FUT,17725.76638956781,17746.384932139288,17714.495741640392,17725.76638956781,847213,6039951.0
2025-01-20 10:05:00,NIFTY_CURR_FUT,17783.070398545813,17812.15058939934,17749.450823948144,17783.070398545813,299204,2838358.0
2025-01-20 10:10:00,NIFTY_CURR_FUT,17750.40945457883,17766.729524459868,17725.76508863802,17750.40945457883,360332,5452757.0
2025-01-20 10:15:00,NIFTY_CURR_FUT,17786.355645910524,17801.052453965247,17770.419291432674,17786.355645910524,500314,7350523.0
2025-01-20 10:20:00,NIFTY_CURR_FUT,17789.07402070916,17804.79793331385,17761.83668409064,17789.07402070916,549330,5819484.0
2025-01-20 10:25:00,NIFTY_CURR_FUT,17812.40835438957,17829.43006519802,17795.008089783652,17812.40835438957,850297,5959538.0
2025-01-20 10:30:00,NIFTY_CURR_FUT,17892.61043544321,17917.637676159575,17870.087502990245,17892.61043544321,814072,3121509.0
2025-01-20 10:35:00,NIFTY_CURR_FUT,17878.07961478337,17899.66360984473,17859.992403532797,17878.07961478337,972835,2336995.0
2025-01-20 10:40:00,NIFTY_CURR_FUT,17859.979442406897,17877.934827140638,17827.463723862922,17859.979442406897,815307,6580940.0
2025-01-20 10:45:00,NIFTY_CURR_FUT,17848.981604288452,17867.92778487874,17813.44480173373,17848.981604288452,660047,4647691.0
2025-01-20 10:50:00,NIFTY_CURR_FUT,17807.25323366664,17826.06455760369,17794.04429226878,17807.25323366664,267954,2514635.0
2025-01-20 10:55:00,NIFTY_CURR_FUT,17827.28740696714,17862.204111105213,17817.743240171167,17827.28740696714,757315,2317703.0
2025-01-20 11:00:00,NIFTY_CURR_FUT,17815.242261708398,17830.37622952187,17800.473715184547,17815.242261708398,567095,2250741.0
2025-01-20 11:05:00,NIFTY_CURR_FUT,17831.69131359905,17862.4882910833,17806.99570546359,17831.69131359905,693338,2526952.0
2025-01-20 11:10:00,NIFTY_CURR_FUT,17847.952931086467,17875.837078093846,17834.37194699369,17847.952931086467,353028,4150695.0
2025-01-20 11:15:00,NIFTY_CURR_FUT,17828.976397206312,17838.039846652573,17798.360004028204,17828.976397206312,813941,4421361.0
2025-01-20 11:20:00,NIFTY_CURR_FUT,17902.898708796958,17938.521258000987,17882.972677530135,17902.898708796958,452734,3594396.0
2025-01-20 11:25:00,NIFTY_CURR_FUT,17882.040582725906,17911.271622303335,17856.723205564747,17882.040582725906,973259,4491181.0
2025-01-20 11:30:00,NIFTY_CURR_FUT,17964.69279556104,17992.0651377097,17943.432897327864,17964.69279556104,715895,4978753.0
2025-01-20 11:35:00,NIFTY_CURR_FUT,17977.383908148517,17997.30261691863,17944.0360069316,17977.383908148517,976583,3992263.0
2025-01-20 11:40:00,NIFTY_CURR_FUT,17973.214729653268,17997.16951352153,17963.280879852013,17973.214729653268,349628,6870198.0
2025-01-20 11:45:00,NIFTY_CURR_FUT,17937.321126289382,17953.104288933824,17908.72988227563,17937.321126289382,844002,4184917.0
2025-01-20 11:50:00,NIFTY_CURR_FUT,17945.953266657172,17955.881418586232,17919.424514083716,17945.953266657172,521903,2064764.0
2025-01-20 11:55:00,NIFTY_CURR_FUT,17949.706213404963,17981.190581247392,17923.243454317184,17949.706213404963,398647,2856537.0
2025-01-20 12:00:00,NIFTY_CURR_FUT,17978.778130794777,18011.94406357456,17958.624206560475,17978.778130794777,388138,7803625.0
2025-01-20 12:05:00,NIFTY_CURR_FUT,17988.587263907822,18001.96548337661,17979.17000745289,17988.587263907822,897096,6136548.0
2025-01-20 12:10:00,NIFTY_CURR_FUT,17990.71502603836,18020.94993644618,17963.119768405442,17990.71502603836,269740,2890273.0
2025-01-20 12:15:00,NIFTY_CURR_FUT,17946.8870991157,17975.812617691256,17915.584016253786,17946.8870991157,766552,2341235.0
2025-01-20 12:20:00,NIFTY_CURR_FUT,17905.841018405186,17919.584870553877,17894.598917298255,17905.841018405186,679430,
2025-01-20 12:25:00,NIFTY_CURR_FUT,17901.60629450618,17921.884217374496,17880.796997318317,17901.60629450618,729407,7510528.0
2025-01-20 12:30:00,NIFTY_CURR_FUT,17917.102002765132,17937.42244895161,17903.773608888812,17917.102002765132,295556,2962148.0
2025-01-20 12:35:00,NIFTY_CURR_FUT,17915.53070145543,17944.91121130867,17890.155024100513,17915.53070145543,883692,7969258.0
2025-01-20 12:40:00,NIFTY_CURR_FUT,17875.265232733313,17906.662981648435,17845.263256817372,17875.265232733313,556721,4332199.0
2025-01-20 12:45:00,NIFTY_CURR_FUT,17878.40238469949,17889.883227526283,17851.583711146704,17878.40238469949,849315,7020981.0
2025-01-20 12:50:00,NIFTY_CURR_FUT,17901.56103253279,17925.628855226172,17884.069594370805,17901.56103253279,260350,2943490.0
2025-01-20 12:55:00,NIFTY_CURR_FUT,17895.872616305507,17925.268783713713,17883.17372202202,17895.872616305507,864534,3241552.0
2025-01-20 13:00:00,NIFTY_CURR_FUT,17874.312323976414,17904.32840447514,17844.079672447184,17874.312323976414,200181,6281612.0
2025-01-20 13:05:00,NIFTY_CURR_FUT,17875.41438314933,17888.32025870373,17857.79145385089,17875.41438314933,268909,
2025-01-20 13:10:00,NIFTY_CURR_FUT,17864.02123148289,17887.03469465038,17854.495961230634,17864.02123148289,205659,
2025-01-20 13:15:00,NIFTY_CURR_FUT,17832.528956189435,17864.383881361795,17808.327863684746,17832.528956189435,251835,6024727.0
2025-01-20 13:20:00,NIFTY_CURR_FUT,17846.93782996273,17864.38817072872,17831.410709118052,17846.93782996273,372036,6276283.0
2025-01-20 13:25:00,NIFTY_CURR_FUT,17913.44650379492,17933.826190286592,17881.886432567633,17913.44650379492,914605,6114283.0
2025-01-20 13:30:00,NIFTY_CURR_FUT,17948.281881244555,17978.91130212774,17935.450963119893,17948.281881244555,444905,2910414.0
2025-01-20 13:35:00,NIFTY_CURR_FUT,17912.395296164723,17923.751383669463,17891.75661149145,17912.395296164723,500502,2778269.0
